PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Deck,Cabin_num,Side
2526_01,1,1,0,38.0,0,0.0,0.0,0.0,0.0,0.0,Chelik Fatted,True,1,74,0
2527_01,0,1,1,38.0,2,0.0,0.0,0.0,0.0,0.0,Dianie Brownings,True,6,405,1
2528_01,2,0,2,48.0,0,639.0,639.0,639.0,639.0,639.0,Smonch Bau,True,5,487,1
2530_01,2,0,2,25.0,0,1734.0,1734.0,1734.0,1734.0,1734.0,Sil Start,False,5,488,1
2531_01,0,1,1,25.0,0,0.0,0.0,0.0,0.0,0.0,Derry Danielps,True,6,407,0
2532_01,2,0,2,24.0,0,737.0,737.0,737.0,737.0,737.0,Gorn Traie,False,5,489,1
2532_02,2,1,2,69.0,0,0.0,0.0,0.0,0.0,0.0,Goldch Traie,True,5,489,1
2534_01,1,0,0,20.0,0,0.0,0.0,0.0,0.0,0.0,Dhena Sorbitter,False,1,75,0
2534_02,1,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,Mahamak Sorbitter,True,1,75,0
2535_01,0,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,Glene Bakerson,False,6,409,0
2537_01,0,0,1,23.0,0,0.0,0.0,0.0,0.0,0.0,Dwin Meltoney,True,4,152,0
2540_01,2,0,2,24.0,0,345.0,345.0,345.0,345.0,345.0,Weers Chort,False,4,177,1
2541_01,1,0,3,44.0,0,0.0,0.0,0.0,0.0,0.0,Benebah Frintful,False,1,77,0
2542_01,2,0,2,29.0,0,834.0,834.0,834.0,834.0,834.0,Quid Dutte,False,4,153,0
2544_01,1,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,Majoth Sernator,True,1,97,1
2544_02,1,0,2,42.0,0,41.0,41.0,41.0,41.0,41.0,Alinon Sernator,False,1,97,1
2545_01,0,1,0,78.0,0,0.0,0.0,0.0,0.0,0.0,Joycey Hoppernardy,False,6,410,0
2546_01,0,0,2,36.0,0,548.0,548.0,548.0,548.0,548.0,Etha Shawatson,False,5,491,1
2547_01,1,0,0,37.0,0,0.0,0.0,0.0,0.0,0.0,Alatrix Sometery,False,8,30.549435004179188,2
2547_02,1,0,0,41.0,0,0.0,0.0,0.0,0.0,0.0,Coxak Sometery,True,0,20,0
2548_01,0,0,2,18.0,0,852.0,852.0,852.0,852.0,852.0,Emmax Vincenton,False,6,407,1
2549_01,2,0,2,62.0,0,1663.0,1663.0,1663.0,1663.0,1663.0,Wafox Prin,False,5,522,0
2549_02,2,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Rios Prin,True,5,522,0
2549_03,2,0,2,55.0,0,1281.0,1281.0,1281.0,1281.0,1281.0,Oafron Prin,False,5,522,0
2550_01,0,1,2,16.0,0,0.0,0.0,0.0,0.0,0.0,Eliana Larlowelley,True,6,411,0
2551_01,0,0,2,32.0,0,238.0,238.0,238.0,238.0,238.0,Marlly Gamberson,False,5,523,0
2552_01,0,0,2,19.0,0,0.0,0.0,0.0,0.0,0.0,Arlen Vincenton,True,5,492,1
2552_02,0,0,0,7.0,0,0.0,0.0,0.0,0.0,0.0,Dorice Vincenton,True,6,408,1
2552_03,0,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,Teryla Vincenton,True,6,408,1
2553_01,1,1,2,30.0,0,0.0,0.0,0.0,0.0,0.0,Grafik Obnoftle,True,3,87,1
2555_01,1,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,Branasl Glisormal,True,1,78,0
2555_02,1,1,2,34.0,0,0.0,0.0,0.0,0.0,0.0,Aldera Glisormal,True,1,78,0
2557_01,1,1,2,30.0,0,0.0,0.0,0.0,0.0,0.0,Nusoton Flesping,True,2,92,1
2558_01,2,0,2,3.0,0,0.0,0.0,0.0,0.0,0.0,Chios Katte,True,5,525,0
2558_02,2,2,2,32.0,0,0.0,0.0,0.0,0.0,0.0,Sups Katte,True,5,525,0
2558_03,2,0,2,55.0,0,403.0,403.0,403.0,403.0,403.0,Wor Katte,True,5,525,0
2558_04,2,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Barave Katte,True,5,525,0
2559_01,1,0,2,51.0,0,0.0,0.0,0.0,0.0,0.0,Castab Clarty,False,8,30.549435004179188,2
2560_01,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Pennie Loway,True,6,412,0
2560_02,0,0,2,21.0,0,882.0,882.0,882.0,882.0,882.0,Herina Loway,False,6,412,0
2560_03,0,0,2,2.0,0,0.0,0.0,0.0,0.0,0.0,Ireene Loway,False,6,412,0
2561_01,0,0,2,19.0,0,194.0,194.0,194.0,194.0,194.0,Jerek Casonston,False,4,178,1
2562_01,2,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Con Brele,True,5,526,0
2562_02,2,0,2,20.0,0,2502.0,2502.0,2502.0,2502.0,2502.0,Snoles Brele,False,5,526,0
2564_01,1,0,2,42.0,0,2.0,2.0,2.0,2.0,2.0,Acceleb Unrent,True,4,179,1
2565_01,2,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,Miloss Lepie,True,5,527,0
2565_02,2,0,2,32.0,0,598.0,598.0,598.0,598.0,598.0,Koops Lepie,False,4,155,0
2571_01,0,0,2,28.0,0,145.0,145.0,145.0,145.0,145.0,Janee Lamberguson,True,6,414,0
2572_01,1,1,0,21.0,0,0.0,0.0,0.0,0.0,0.0,Sheratz Suptibler,True,2,93,1
2572_02,1,1,0,56.0,1,0.0,0.0,0.0,0.0,0.0,Spuri Suptibler,True,2,93,1
2573_01,1,1,0,28.0,0,0.0,0.0,0.0,0.0,0.0,Luxinon Supriouse,True,2,90,0
2574_01,0,0,2,42.0,0,10.0,10.0,10.0,10.0,10.0,Berta Sweeton,False,5,496,1
2578_01,0,0,2,18.0,0,1153.0,1153.0,1153.0,1153.0,1153.0,Made Nasquez,False,5,498,1
2580_01,0,0,2,24.0,0,19.0,19.0,19.0,19.0,19.0,Gretty Pentss,False,6,412,1
2581_01,0,0,2,20.0,0,496.0,496.0,496.0,496.0,496.0,Eulah Conney,False,4,156,0
2581_02,0,0,2,22.0,0,26.0,26.0,26.0,26.0,26.0,Ianya Conney,False,5,531,0
2582_01,0,0,2,22.0,0,98.0,98.0,98.0,98.0,98.0,Kayd Chardsons,False,6,415,0
2584_01,0,2,1,21.0,0,0.0,0.0,0.0,0.0,0.0,Lilace Woodwardy,False,6,417,0
2588_01,0,0,2,28.0,0,4.0,4.0,4.0,4.0,4.0,Lardy Cardner,True,6,419,0
2589_01,1,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,Alasmon Meteet,True,2,91,0
2589_02,1,1,0,50.0,0,0.0,0.0,0.0,0.0,0.0,Alphact Meteet,True,2,91,0
2589_03,1,0,2,26.0,0,0.0,0.0,0.0,0.0,0.0,,False,2,91,0
2589_04,1,0,2,30.0,1,0.0,0.0,0.0,0.0,0.0,Weias Meteet,False,2,91,0
2589_05,1,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,Duhra Meteet,True,2,91,0
2590_01,0,0,2,8.0,0,0.0,0.0,0.0,0.0,0.0,Jeane River,False,6,420,0
2590_02,0,0,2,45.0,0,406.0,406.0,406.0,406.0,406.0,Benew River,False,6,420,0
2590_03,0,1,1,35.0,0,0.0,0.0,0.0,0.0,0.0,Judya River,True,6,420,0
2591_01,0,0,1,18.0,0,9.0,9.0,9.0,9.0,9.0,Adammy Coolerson,False,5,499,1
2591_02,0,0,2,23.0,0,0.0,0.0,0.0,0.0,0.0,Breney Coolerson,False,6,413,1
2592_01,2,0,2,29.0,1,803.0,803.0,803.0,803.0,803.0,Conk Flé,False,3,75,0
2592_02,2,0,2,18.0,0,1102.0,1102.0,1102.0,1102.0,1102.0,Cindee Flé,False,3,75,0
2593_01,0,0,2,28.0,0,804.0,804.0,804.0,804.0,804.0,Terta Villenson,False,6,421,0
2594_01,1,1,2,34.0,0,0.0,0.0,0.0,0.0,0.0,Neutrix Cisorter,True,1,98,1
2595_01,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Lies Cakie,True,5,533,0
2595_02,2,2,2,4.0,0,0.0,0.0,0.0,0.0,0.0,Ban Cakie,True,5,533,0
2595_03,2,0,2,28.0,0,938.0,938.0,938.0,938.0,938.0,Res Fle,False,3,76,0
2595_04,2,0,2,8.0,0,0.0,0.0,0.0,0.0,0.0,Treynx Fle,True,5,533,0
2596_01,2,0,2,20.0,0,59.0,59.0,59.0,59.0,59.0,Pon Stpie,False,3,77,0
2596_02,2,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,Carde Kniva,True,5,534,0
2597_01,2,1,2,25.0,0,0.0,0.0,0.0,0.0,0.0,Want Jamai,True,5,500,1
2597_02,3,0,0,31.0,0,995.0,995.0,995.0,995.0,995.0,Pikes Jamai,False,5,500,1
2598_01,2,0,2,37.0,0,27.0,27.0,27.0,27.0,27.0,Babix Scake,False,5,535,0
2599_01,0,1,2,21.0,0,0.0,0.0,0.0,0.0,0.0,Hery Bardinard,False,8,30.549435004179188,2
2601_01,2,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Ries Jamai,True,5,536,0
2602_01,2,1,2,34.0,0,0.0,0.0,0.0,0.0,0.0,Oakes Seche,False,4,158,0
2602_02,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Aptal Chnik,True,4,158,0
2602_03,2,1,2,25.0,0,0.0,0.0,0.0,0.0,0.0,Unch Seche,False,4,158,0
2605_01,2,1,0,43.0,0,0.0,0.0,0.0,0.0,0.0,Vere Cone,True,3,88,1
2606_01,0,0,2,27.0,0,900.0,900.0,900.0,900.0,900.0,Garion Dawsoncis,False,5,537,0
2606_02,0,0,2,45.0,0,10.0,10.0,10.0,10.0,10.0,Claura Dawsoncis,False,5,537,0
2607_01,1,1,2,63.0,0,0.0,0.0,0.0,0.0,0.0,Homamin Brakepined,True,1,99,1
2607_02,1,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,Zedark Brakepined,True,1,99,1
2607_03,1,0,0,35.0,0,0.0,0.0,0.0,0.0,0.0,Hekaron Brakepined,True,1,99,1
2607_04,1,0,2,12.0,0,0.0,0.0,0.0,0.0,0.0,Ainoxa Plattering,True,1,99,1
2609_01,0,1,1,27.0,0,0.0,0.0,0.0,0.0,0.0,Vana Hopez,True,6,416,1
2616_01,0,2,2,17.0,0,0.0,0.0,0.0,0.0,0.0,Gracia Gallard,False,5,541,0
2617_01,0,0,1,32.0,0,59.0,59.0,59.0,59.0,59.0,Yolas Peckerson,False,6,424,0
2618_01,3,1,2,23.0,0,0.0,0.0,0.0,0.0,0.0,Rassias Freednal,True,4,159,0
2619_01,0,0,0,17.0,0,2000.0,2000.0,2000.0,2000.0,2000.0,Elaney Chanan,False,5,504,1
2622_01,0,0,0,34.0,0,492.0,492.0,492.0,492.0,492.0,Tera Coley,False,5,505,1
2624_01,0,0,2,15.0,0,0.0,0.0,0.0,0.0,0.0,Annard Armstromez,False,5,542,0
2625_01,0,1,2,14.0,0,0.0,0.0,0.0,0.0,0.0,Paulie Stanleyd,True,6,426,0
2625_02,0,0,2,22.0,0,0.0,0.0,0.0,0.0,0.0,Karlie Stanleyd,False,4,160,0
2626_01,0,0,2,19.0,0,232.0,232.0,232.0,232.0,232.0,Tarah Barks,False,5,543,0
2627_01,0,0,1,40.0,2,0.0,0.0,0.0,0.0,0.0,Idave Kerristicey,False,5,544,0
2628_01,1,1,0,25.0,0,0.0,0.0,0.0,0.0,0.0,Graviph Amoutake,True,0,21,0
2628_02,1,0,0,51.0,0,0.0,0.0,0.0,0.0,0.0,Sadlam Amoutake,False,0,21,0
2629_01,0,0,2,22.0,0,91.0,91.0,91.0,91.0,91.0,Sethew Lardsonald,False,6,427,0
2631_01,2,1,0,50.0,0,0.0,0.0,0.0,0.0,0.0,Sealfs Queke,True,5,545,0
2633_01,0,0,0,26.0,0,0.0,0.0,0.0,0.0,0.0,Herina Popez,False,6,428,0
2634_01,2,1,2,39.0,0,0.0,0.0,0.0,0.0,0.0,Apies Pine,True,5,508,1
2635_01,2,0,2,18.0,0,1867.0,1867.0,1867.0,1867.0,1867.0,Oafron Babre,True,3,78,0
2636_01,0,0,2,22.0,0,,,,,,Idave Owerson,False,6,419,1
2638_01,0,0,2,26.0,0,0.0,0.0,0.0,0.0,0.0,Gerry Mondsey,False,4,181,1
2640_01,0,0,2,19.0,0,0.0,0.0,0.0,0.0,0.0,Helean Wagnerray,False,5,510,1
2641_01,0,1,1,16.0,0,0.0,0.0,0.0,0.0,0.0,Kendre Merkins,False,6,420,1
2642_01,3,0,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Violan Popez,False,6,430,0
2643_01,0,0,1,34.0,0,122.0,122.0,122.0,122.0,122.0,Terta Chasey,False,5,511,1
2645_01,1,0,2,55.0,0,0.0,0.0,0.0,0.0,0.0,Alrais Fordulgaug,True,2,95,1
2645_02,1,0,2,42.0,0,3.0,3.0,3.0,3.0,3.0,Tach Improus,False,2,95,1
2645_03,1,1,2,14.0,0,0.0,0.0,0.0,0.0,0.0,Mariton Improus,True,2,95,1
2645_04,1,0,0,28.0,0,0.0,0.0,0.0,0.0,0.0,Meratz Improus,True,2,95,1
2645_05,1,1,0,26.0,0,0.0,0.0,0.0,0.0,0.0,Mesonon Improus,True,2,95,1
2646_01,1,0,0,33.0,0,0.0,0.0,0.0,0.0,0.0,Hallah Roureed,False,1,80,0
2647_01,0,0,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Janney Johnsby,False,5,547,0
2648_01,0,0,2,23.0,0,490.0,490.0,490.0,490.0,490.0,Allena Sullones,False,6,421,1
2649_01,2,0,2,16.0,0,46.0,46.0,46.0,46.0,46.0,Swoass Giba,False,3,79,0
2650_01,0,1,2,36.0,0,0.0,0.0,0.0,0.0,0.0,Artis Casonston,False,6,431,0
2651_01,1,1,0,44.0,0,0.0,0.0,0.0,0.0,0.0,Sarid Geakerat,True,1,100,1
2652_01,0,0,2,22.0,0,0.0,0.0,0.0,0.0,0.0,Wally Davispinoz,True,5,513,1
2655_01,0,1,2,30.0,0,0.0,0.0,0.0,0.0,0.0,Benny Ballocks,False,6,422,1
2657_01,0,0,2,20.0,0,0.0,0.0,0.0,0.0,0.0,Ricard Gainney,False,5,514,1
2658_01,0,0,2,21.0,2,366.0,366.0,366.0,366.0,366.0,Craine Gentledges,False,5,549,0
2659_01,2,0,2,14.0,0,,,,,,Luse Gelie,True,4,182,1
2660_01,0,0,2,27.0,0,0.0,0.0,0.0,0.0,0.0,Chael Avidson,False,5,550,0
2661_01,0,0,2,19.0,0,1.0,1.0,1.0,1.0,1.0,Leene Vandan,False,5,515,1
2661_02,0,1,2,21.0,0,0.0,0.0,0.0,0.0,0.0,Bara Vandan,True,6,423,1
2662_01,2,0,0,27.0,0,1722.0,1722.0,1722.0,1722.0,1722.0,Gies Ban,False,5,551,0
2663_01,0,0,0,13.0,0,0.0,0.0,0.0,0.0,0.0,Penne Douglasen,True,5,552,0
2664_01,2,1,1,71.0,0,0.0,0.0,0.0,0.0,0.0,Kris Swin,True,4,183,1
2666_01,2,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,Rank Curle,False,4,184,1
2666_02,2,0,0,18.0,0,1874.0,1874.0,1874.0,1874.0,1874.0,All Curle,False,4,184,1
2668_01,0,0,0,23.0,0,29.0,29.0,29.0,29.0,29.0,Jacki Ingston,False,5,516,1
2668_02,0,0,0,34.0,0,0.0,0.0,0.0,0.0,0.0,Adamie Ingston,False,6,424,1
2670_01,0,0,2,20.0,0,4.0,4.0,4.0,4.0,4.0,Glenna Leodger,False,6,432,0
2671_01,0,0,0,17.0,0,0.0,0.0,0.0,0.0,0.0,Anae Oconley,False,5,554,0
2672_01,0,0,1,21.0,0,970.0,970.0,970.0,970.0,970.0,Lillia Waltonson,False,5,555,0
2675_01,1,0,2,33.0,0,0.0,0.0,0.0,0.0,0.0,Rassias Iniouser,True,2,97,1
2676_01,1,0,0,34.0,0,3551.0,3551.0,3551.0,3551.0,3551.0,Halsham Noxiong,True,1,81,0
2677_01,1,0,2,51.0,0,0.0,0.0,0.0,0.0,0.0,Eleon Scerodbox,False,3,90,1
2678_01,0,0,2,21.0,0,0.0,0.0,0.0,0.0,0.0,Gera Sosanturney,True,5,517,1
2679_01,0,1,2,27.0,0,0.0,0.0,0.0,0.0,0.0,Paulas Boltond,False,6,426,1
2682_01,0,0,2,31.0,0,880.0,880.0,880.0,880.0,880.0,Berty Whiters,False,6,434,0
2683_01,1,0,2,36.0,0,2.0,2.0,2.0,2.0,2.0,Zaninon Parbage,True,0,32,1
2684_01,1,0,2,39.0,0,0.0,0.0,0.0,0.0,0.0,Navior Ranaly,False,1,83,0
2685_01,0,0,2,26.0,0,886.0,886.0,886.0,886.0,886.0,Lilly Webstephrey,False,6,435,0
2687_01,0,0,2,51.0,0,0.0,0.0,0.0,0.0,0.0,Carry Kimons,True,5,556,0
2688_01,3,0,2,24.0,0,13.0,13.0,13.0,13.0,13.0,Eriky Willy,False,5,557,0
2690_01,0,0,0,27.0,0,339.0,339.0,339.0,339.0,339.0,Eduana Stannondez,True,4,185,1
2691_01,0,0,2,31.0,0,0.0,0.0,0.0,0.0,0.0,Gracey Coxterez,False,5,558,0
2692_01,0,0,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Samie Weberts,False,8,30.549435004179188,2
2693_01,1,0,2,57.0,0,0.0,0.0,0.0,0.0,0.0,Krab Pentical,False,0,22,0
2693_02,1,0,0,36.0,1,11.0,11.0,11.0,11.0,11.0,Jabbab Geousty,False,0,22,0
2693_03,1,0,2,55.0,0,0.0,0.0,0.0,0.0,0.0,Castram Geousty,False,0,22,0
2693_04,1,1,0,27.0,0,0.0,0.0,0.0,0.0,0.0,Mirfark Geousty,False,0,22,0
2695_01,2,0,2,18.0,0,947.0,947.0,947.0,947.0,947.0,Honey Stike,False,4,186,1
2697_01,2,0,2,27.0,2,1893.0,1893.0,1893.0,1893.0,1893.0,Pank Pimne,False,3,91,1
2698_01,1,0,2,50.0,0,0.0,0.0,0.0,0.0,0.0,Shelik Sofraten,False,2,94,0
2700_01,0,0,2,24.0,0,45.0,45.0,45.0,45.0,45.0,Daven Perkings,False,5,520,1
2701_01,0,1,1,20.0,0,0.0,0.0,0.0,0.0,0.0,Cliney Thorney,True,6,428,1
2702_01,0,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Mollen Garnettiz,True,6,437,0
2703_01,0,0,2,18.0,0,0.0,0.0,0.0,0.0,0.0,Rena Ashipeck,False,6,429,1
2704_01,0,0,2,44.0,0,1178.0,1178.0,1178.0,1178.0,1178.0,Alfrey Shieldson,False,5,521,1
2706_01,1,1,0,27.0,0,0.0,0.0,0.0,0.0,0.0,Alchium Ressighty,True,1,102,1
2707_01,1,0,2,58.0,0,1113.0,1113.0,1113.0,1113.0,1113.0,Ziba Belstrut,True,1,103,1
2707_02,1,1,1,29.0,0,0.0,0.0,0.0,0.0,0.0,Misa Belstrut,True,1,103,1
2708_01,0,0,1,23.0,0,3.0,3.0,3.0,3.0,3.0,Pattin Cardner,True,5,522,1
2709_01,2,1,2,3.0,0,0.0,0.0,0.0,0.0,0.0,Pies Welto,True,5,523,1
2709_02,2,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Relix Welto,True,5,523,1
2709_03,2,0,3,33.0,0,361.0,361.0,361.0,361.0,361.0,Rana Welto,False,5,523,1
2709_04,2,0,2,12.0,2,0.0,0.0,0.0,0.0,0.0,Worms Ble,True,5,523,1
2712_01,1,1,2,44.0,0,0.0,0.0,0.0,0.0,0.0,Mothab Doorge,True,1,105,1
2713_01,0,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,Tarah Cleachrand,True,6,438,0
2714_01,0,0,0,59.0,2,269.0,269.0,269.0,269.0,269.0,Maryn Mcintons,False,5,561,0
2717_01,0,0,2,18.0,0,130.0,130.0,130.0,130.0,130.0,Francy Mayder,False,6,431,1
2718_01,1,1,2,72.0,0,0.0,0.0,0.0,0.0,0.0,Quarkab Supred,True,1,106,1
2720_01,0,0,1,23.0,0,171.0,171.0,171.0,171.0,171.0,Felice Beckeey,False,6,439,0
2720_02,0,0,2,11.0,0,0.0,0.0,0.0,0.0,0.0,Rancy Beckeey,False,6,439,0
2720_03,0,1,2,1.0,0,0.0,0.0,0.0,0.0,0.0,Noria Beckeey,True,6,439,0
2721_01,0,0,1,25.0,0,21.0,21.0,21.0,21.0,21.0,Jodia Rigginson,False,5,563,0
2722_01,2,1,0,25.0,0,0.0,0.0,0.0,0.0,0.0,Frunch Sutte,True,3,93,1
2723_01,1,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Bosonan Boderbint,True,2,99,1
2723_02,1,0,2,54.0,0,0.0,0.0,0.0,0.0,0.0,Dabiton Boderbint,True,2,99,1
2724_01,2,1,0,17.0,0,0.0,0.0,0.0,0.0,0.0,Swack Merte,True,5,564,0
2724_02,2,0,2,48.0,0,1200.0,1200.0,1200.0,1200.0,1200.0,Manth Merte,False,5,564,0
2725_01,0,0,2,40.0,0,0.0,0.0,0.0,0.0,0.0,Helle Bucknersony,False,5,565,0
2726_01,0,1,2,2.0,0,0.0,0.0,0.0,0.0,0.0,Kimmie Leson,False,6,440,0
2727_01,0,0,2,32.0,0,0.0,0.0,0.0,0.0,0.0,Stany Hoopez,False,5,525,1
2729_01,0,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,Jodip Burchrison,True,6,432,1
2730_01,3,1,2,52.0,0,0.0,0.0,0.0,0.0,0.0,Royce Douglasen,True,6,433,1
2730_02,0,0,2,16.0,0,0.0,0.0,0.0,0.0,0.0,Candra Douglasen,False,5,527,1
2730_03,0,1,2,16.0,0,0.0,0.0,0.0,0.0,0.0,Elancy Douglasen,True,6,433,1
2732_01,0,1,0,16.0,2,0.0,0.0,0.0,0.0,0.0,Molley Hurles,True,6,435,1
2732_02,0,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,Jilly Hurles,False,6,435,1
2734_01,2,0,2,10.0,0,0.0,0.0,0.0,0.0,0.0,Eggies Wate,True,5,567,0
2736_01,2,0,2,27.0,1,1709.0,1709.0,1709.0,1709.0,1709.0,Mark Prity,False,3,81,0
2737_01,1,0,0,45.0,0,0.0,0.0,0.0,0.0,0.0,Naschab Forous,True,2,100,1
2737_02,1,0,2,26.0,0,2381.0,2381.0,2381.0,2381.0,2381.0,Giedia Arterate,False,2,100,1
2738_01,2,0,2,29.0,0,1049.0,1049.0,1049.0,1049.0,1049.0,Tyog Ses,False,4,187,1
2739_01,0,1,1,38.0,0,0.0,0.0,0.0,0.0,0.0,Heryle Daughessey,True,6,442,0
2740_01,0,0,2,19.0,0,1.0,1.0,1.0,1.0,1.0,Garry Leetersoney,True,4,163,0
2741_01,2,0,2,43.0,0,471.0,471.0,471.0,471.0,471.0,Jackix Cake,False,4,164,0
2743_01,0,0,2,15.0,0,746.0,746.0,746.0,746.0,746.0,Nelle Gregordy,False,5,528,1
2745_01,2,0,3,31.0,0,1511.0,1511.0,1511.0,1511.0,1511.0,Libers Pre,False,5,568,0
2746_01,2,0,2,52.0,0,758.0,758.0,758.0,758.0,758.0,Apix Wala,False,5,569,0
2747_01,2,2,2,49.0,2,0.0,0.0,0.0,0.0,0.0,Stisps Chrie,True,5,570,0
2748_01,0,0,0,29.0,0,143.0,143.0,143.0,143.0,143.0,Kimmie Mickersones,True,5,529,1
2750_01,0,0,2,18.0,2,600.0,600.0,600.0,600.0,600.0,Timmie Daviddley,True,5,571,0
2751_01,2,1,3,41.0,0,0.0,0.0,0.0,0.0,0.0,Permit Must,True,5,530,1
2752_01,0,0,2,9.0,0,0.0,0.0,0.0,0.0,0.0,Jarena Ballocks,False,6,444,0
2752_02,0,1,1,27.0,0,0.0,0.0,0.0,0.0,0.0,Ollip Ballocks,False,6,444,0
2752_03,0,0,2,58.0,0,0.0,0.0,0.0,0.0,0.0,Thel Ballocks,True,4,165,0
2753_01,0,0,1,39.0,0,0.0,0.0,0.0,0.0,0.0,Wandy Summington,False,4,188,1
2754_01,0,0,2,13.0,0,911.0,911.0,911.0,911.0,911.0,Heidie Santry,False,4,166,0
2755_01,1,1,0,36.0,0,0.0,0.0,0.0,0.0,0.0,Beneba Glousspidy,True,1,85,0
2756_01,2,0,0,23.0,0,253.0,253.0,253.0,253.0,253.0,Guink Corte,False,5,572,0
2758_01,0,1,1,24.0,0,0.0,0.0,0.0,0.0,0.0,Dennya Fielson,True,6,446,0
2759_01,0,0,2,33.0,0,0.0,0.0,0.0,0.0,0.0,Iree Kimons,False,4,167,0
2760_01,0,2,2,18.0,0,0.0,0.0,0.0,0.0,0.0,Matty Rigginsen,False,6,438,1
2760_02,0,1,2,2.0,0,0.0,0.0,0.0,0.0,0.0,,False,6,438,1
2760_03,0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Chery Rigginsen,True,6,438,1
2762_01,0,0,2,36.0,0,625.0,625.0,625.0,625.0,625.0,Bobina Leonzaley,False,6,439,1
2762_02,0,0,0,15.0,0,254.0,254.0,254.0,254.0,254.0,Paulah Leonzaley,False,6,439,1
2763_01,0,0,2,31.0,0,91.0,91.0,91.0,91.0,91.0,Sony Reynoldez,True,4,168,0
2764_01,0,0,2,42.0,0,0.0,0.0,0.0,0.0,0.0,Racily Reyervaney,True,4,189,1
2765_01,2,0,2,27.0,0,1502.0,1502.0,1502.0,1502.0,1502.0,Callix Curie,False,5,532,1
2768_01,0,0,2,36.0,0,123.0,123.0,123.0,123.0,123.0,Herina Cartz,True,5,533,1
2768_02,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Raceky Cartz,False,6,442,1
2768_03,0,1,2,3.0,0,0.0,0.0,0.0,0.0,0.0,Doryn Cartz,False,6,442,1
2769_01,0,0,1,22.0,0,0.0,0.0,0.0,0.0,0.0,Lindy Fishopper,False,5,573,0
2770_01,0,0,2,56.0,0,0.0,0.0,0.0,0.0,0.0,Oraine Gainebergan,False,6,443,1
2772_01,0,0,2,23.0,0,0.0,0.0,0.0,0.0,0.0,Patoya Meyersones,False,6,444,1
2773_01,2,0,2,25.0,0,314.0,314.0,314.0,314.0,314.0,Whark Teake,False,3,94,1
2774_01,0,0,2,29.0,0,3.0,3.0,3.0,3.0,3.0,Coreen Bushins,False,5,575,0
2774_02,0,0,2,17.0,0,0.0,0.0,0.0,0.0,0.0,Crisey Mcbriddley,False,5,575,0
2774_03,0,0,2,13.0,0,412.0,412.0,412.0,412.0,412.0,Aleroy Bushins,False,5,575,0
2778_01,2,0,2,35.0,2,2301.0,2301.0,2301.0,2301.0,2301.0,Gorice Fisty,True,3,82,0
2778_02,2,1,0,53.0,0,0.0,0.0,0.0,0.0,0.0,Yogal Fisty,True,5,576,0
2780_01,0,0,2,24.0,0,14.0,14.0,14.0,14.0,14.0,Eilace Chanan,False,5,578,0
2781_01,0,1,2,38.0,0,0.0,0.0,0.0,0.0,0.0,Marice Williotters,False,6,447,0
2783_01,1,1,0,21.0,0,0.0,0.0,0.0,0.0,0.0,Alteron Emetillove,True,3,83,0
2783_02,1,0,0,29.0,0,2.0,2.0,2.0,2.0,2.0,Gatrin Emetillove,False,3,83,0
2784_01,0,0,2,46.0,0,0.0,0.0,0.0,0.0,0.0,Monard Walterson,True,6,448,0
2785_01,1,1,2,58.0,0,0.0,0.0,0.0,0.0,0.0,Wasaleh Clindy,True,2,102,1
2786_01,0,0,1,53.0,0,0.0,0.0,0.0,0.0,0.0,Luise Franankson,True,4,190,1
2787_01,0,0,0,21.0,0,13.0,13.0,13.0,13.0,13.0,Stelly Salez,False,5,535,1
